trans_date,txns,fraud_txns,total_amt,fraud_rate
2020-06-23,3899,0,261246.19,0.0
2020-06-24,1846,15,121247.77,0.008125677139761646
2020-06-25,2067,5,147070.87,0.0024189646831156266
2020-06-26,2357,11,169726.83,0.004666949512091642
2020-06-27,2360,12,173690.74,0.005084745762711864
2020-06-28,3422,8,237137.95,0.0023378141437755697
2020-06-29,4129,22,291319.4,0.005328166626301768
2020-06-30,3872,38,271232.66,0.00981404958677686
2020-07-01,1854,3,120627.12,0.0016181229773462784
2020-07-02,2032,2,136973.77,0.000984251968503937
2020-07-03,2276,14,184660.3,0.006151142355008787
2020-07-04,2338,9,159208.59,0.003849443969204448
2020-07-05,3494,14,230063.84,0.004006868918145392
2020-07-06,4144,16,284430.27,0.003861003861003861
2020-07-07,3912,8,276974.95,0.002044989775051125
2020-07-08,1768,10,128013.07,0.005656108597285068
2020-07-09,2170,6,145842.11,0.0027649769585253456
2020-07-10,2393,9,163564.87,0.0037609694943585457
2020-07-11,2339,20,163507.76,0.008550662676357419
2020-07-12,3420,21,235926.93,0.0061403508771929825
2020-07-13,3954,8,258369.85,0.0020232675771370764
2020-07-14,3881,5,258038.77,0.0012883277505797476
2020-07-15,1856,3,129892.96,0.0016163793103448276
2020-07-16,2045,0,136245.99,0.0
2020-07-17,2309,0,163397.3,0.0
2020-07-18,2302,12,171279.66,0.005212858384013901
2020-07-19,3445,32,264648.63,0.009288824383164005
2020-07-20,4067,26,275963.01,0.006392918613228424
2020-07-21,3902,17,272394.92,0.004356740133264992
2020-07-22,1796,13,114282.7,0.007238307349665924
2020-07-23,2067,10,153011.91,0.004837929366231253
2020-07-24,2402,5,158465.16,0.0020815986677768525
2020-07-25,2278,4,151580.38,0.001755926251097454
2020-07-26,3406,13,231742.77,0.003816793893129771
2020-07-27,3969,7,263318.26,0.001763668430335097
2020-07-28,3871,10,263966.77,0.0025833118057349523
2020-07-29,1827,0,126988.91,0.0
2020-07-30,2040,12,145667.18,0.0058823529411764705
2020-07-31,2291,12,169164.03,0.005237887385421213
2020-08-01,2300,5,163518.38,0.002173913043478261
2020-08-02,3456,16,253727.93,0.004629629629629629
2020-08-03,4074,28,268014.36,0.006872852233676976
2020-08-04,3852,20,264371.98,0.005192107995846314
2020-08-05,1777,8,137955.17,0.004501969611705121
2020-08-06,2119,17,150617.25,0.008022652194431336
2020-08-07,2330,38,167457.41,0.01630901287553648
2020-08-08,2379,27,170087.17,0.011349306431273645
2020-08-09,3488,10,252514.12,0.0028669724770642203
2020-08-10,3981,9,275952.37,0.002260738507912585
2020-08-11,3828,22,267125.73,0.005747126436781609
2020-08-12,1877,17,139317.2,0.009057005860415556
2020-08-13,2083,17,142677.92,0.00816130580892943
2020-08-14,2252,5,149934.1,0.002220248667850799
2020-08-15,2191,3,146999.55,0.0013692377909630307
2020-08-16,3311,5,224854.38,0.0015101177891875567
2020-08-17,3935,5,256209.02,0.0012706480304955528
2020-08-18,3824,11,263270.86,0.002876569037656904
2020-08-19,1908,2,125619.94,0.0010482180293501049
2020-08-20,2181,18,161508.23,0.008253094910591471
2020-08-21,2342,12,155186.21,0.005123825789923143
2020-08-22,2276,8,150618.13,0.0035149384885764497
2020-08-23,3315,13,238736.88,0.00392156862745098
2020-08-24,4035,17,262070.8,0.004213135068153655
2020-08-25,3746,27,258906.83,0.007207688200747464
2020-08-26,1839,15,119276.53,0.008156606851549755
2020-08-27,2051,20,154356.62,0.009751340809361287
2020-08-28,2296,10,156965.98,0.004355400696864111
2020-08-29,2304,0,162033.47,0.0
2020-08-30,3328,6,218851.06,0.0018028846153846155
2020-08-31,4081,4,274742.59,0.00098015192354815
2020-09-01,3841,13,268332.2,0.003384535277271544
2020-09-02,1496,9,106438.17,0.006016042780748663
2020-09-03,1768,6,124211.89,0.003393665158371041
2020-09-04,1909,19,140975.24,0.00995285489785228
2020-09-05,1896,23,137383.38,0.012130801687763712
2020-09-06,2690,12,190399.09,0.0044609665427509295
2020-09-07,3259,14,240616.26,0.004295796256520405
2020-09-08,3056,18,215641.15,0.0058900523560209425
2020-09-09,1479,8,105847.18,0.005409060175794456
2020-09-10,1800,9,132473.05,0.005
2020-09-11,1966,7,141384.71,0.003560528992878942
2020-09-12,1895,3,120011.25,0.0015831134564643799
2020-09-13,2813,13,189427.04,0.004621400639886242
2020-09-14,3222,10,214537.95,0.0031036623215394167
2020-09-15,3128,6,224871.06,0.0019181585677749361
2020-09-16,1465,12,98042.83,0.008191126279863481
2020-09-17,1672,16,122269.67,0.009569377990430622
2020-09-18,1891,7,130274.93,0.0037017451084082496
2020-09-19,1933,0,131957.81,0.0
2020-09-20,2697,2,181663.53,0.0007415647015202076
2020-09-21,3151,5,229859.46,0.0015867978419549348
2020-09-22,3059,11,209784.57,0.0035959463877084014
2020-09-23,1494,20,107852.36,0.013386880856760375
2020-09-24,1685,25,127153.47,0.01483679525222552
2020-09-25,1877,16,135243.26,0.008524240809802876
2020-09-26,1898,6,131984.9,0.003161222339304531
2020-09-27,2758,20,210223.67,0.007251631617113851
2020-09-28,3196,14,215534.06,0.004380475594493116
2020-09-29,3031,8,218834.94,0.0026393929396238865
2020-09-30,1508,8,107771.0,0.005305039787798408
2020-10-01,1687,5,120243.23,0.002963841138114997
2020-10-02,1912,5,128260.33,0.002615062761506276
2020-10-03,1896,16,131278.64,0.008438818565400843
2020-10-04,2788,40,197393.26,0.014347202295552367
2020-10-05,3177,31,210601.29,0.009757632987094743
2020-10-06,3060,16,207369.0,0.00522875816993464
2020-10-07,1517,14,114928.08,0.00922874093605801
2020-10-08,1610,14,118524.03,0.008695652173913044
2020-10-09,1905,4,125144.53,0.002099737532808399
2020-10-10,1926,7,141291.55,0.0036344755970924196
2020-10-11,2733,14,184638.13,0.005122575923893158
2020-10-12,3201,10,229960.24,0.003124023742580444
2020-10-13,3019,6,209394.13,0.001987413050679033
2020-10-14,1560,17,116498.76,0.010897435897435897
2020-10-15,1694,27,123639.03,0.015938606847697757
2020-10-16,1913,20,139234.11,0.010454783063251438
2020-10-17,1876,17,131175.36,0.00906183368869936
2020-10-18,2709,19,185678.77,0.0070136581764488745
2020-10-19,3200,3,232959.11,0.0009375
2020-10-20,3066,0,202420.6,0.0
2020-10-21,1520,0,102547.03,0.0
2020-10-22,1636,4,106670.86,0.0024449877750611247
2020-10-23,1949,5,135107.76,0.002565418163160595
2020-10-24,1789,15,140067.32,0.008384572386808273
2020-10-25,2728,38,198792.57,0.013929618768328446
2020-10-26,3226,4,225089.24,0.0012399256044637321
2020-10-27,3117,10,216442.2,0.003208213025344883
2020-10-28,1538,5,96087.62,0.003250975292587776
2020-10-29,1633,4,115429.92,0.002449479485609308
2020-10-30,1902,1,145623.0,0.0005257623554153522
2020-10-31,1861,13,136463.29,0.006985491671144546
2020-11-01,2716,16,192046.04,0.005891016200294551
2020-11-02,3127,4,208945.93,0.0012791813239526704
2020-11-03,3151,8,215889.54,0.0025388765471278957
2020-11-04,1495,16,107214.73,0.010702341137123745
2020-11-05,1640,19,115744.79,0.011585365853658536
2020-11-06,1823,8,127929.06,0.004388370817334065
2020-11-07,1902,5,132237.4,0.0026288117770767614
2020-11-08,2729,12,190596.97,0.004397215097105167
2020-11-09,3371,7,226778.6,0.0020765351527736575
2020-11-10,3166,13,219672.35,0.00410612760581175
2020-11-11,1536,3,97450.89,0.001953125
2020-11-12,1623,8,109027.62,0.004929143561306223
2020-11-13,1877,13,126476.08,0.006925945657964837
2020-11-14,1817,6,128139.23,0.003302146395156852
2020-11-15,2712,6,176292.98,0.0022123893805309734
2020-11-16,3200,6,228465.23,0.001875
2020-11-17,3097,0,192836.69,0.0
2020-11-18,1460,9,104700.2,0.0061643835616438354
2020-11-19,1685,15,116180.79,0.008902077151335312
2020-11-20,1843,21,138370.03,0.011394465545306565
2020-11-21,1818,7,126301.02,0.0038503850385038503
2020-11-22,2651,3,184870.82,0.001131648434552999
2020-11-23,3212,8,227969.81,0.0024906600249066002
2020-11-24,2989,4,220440.88,0.0013382402141184342
2020-11-25,1488,17,114463.32,0.0114247311827957
2020-11-26,1661,29,128329.3,0.017459361830222758
2020-11-27,1834,23,157088.42,0.012540894220283533
2020-11-28,1796,8,119694.68,0.004454342984409799
2020-11-29,2686,0,169977.34,0.0
2020-11-30,6530,0,424456.99,0.0
2020-12-01,6204,11,421709.5,0.0017730496453900709
2020-12-02,2991,16,199264.59,0.005349381477766633
2020-12-03,3264,4,216371.66,0.0012254901960784314
2020-12-04,3685,8,247934.76,0.002170963364993216
2020-12-05,3785,14,250418.23,0.0036988110964332895
2020-12-06,5397,18,400919.52,0.0033351862145636463
2020-12-07,6506,11,451228.81,0.001690747002766677
2020-12-08,6164,29,424498.29,0.004704737183646983
2020-12-09,2974,14,195380.39,0.004707464694014795
2020-12-10,3451,4,237353.05,0.0011590843233845263
2020-12-11,3793,21,253503.93,0.005536514632217242
2020-12-12,3641,19,252035.64,0.005218346608074705
2020-12-13,5400,9,369623.14,0.0016666666666666668
2020-12-14,6400,11,449640.22,0.00171875
2020-12-15,6050,13,436418.32,0.0021487603305785125
2020-12-16,3012,12,229668.93,0.00398406374501992
2020-12-17,3430,13,244420.34,0.0037900874635568515
2020-12-18,3830,3,263449.48,0.000783289817232376
2020-12-19,3705,7,260247.22,0.0018893387314439945
2020-12-20,5431,4,373431.01,0.0007365126127784938
2020-12-21,6390,10,448059.05,0.001564945226917058
2020-12-22,6123,7,440479.53,0.0011432304425935
2020-12-23,2941,0,190250.86,0.0
2020-12-24,3285,0,211545.63,0.0
2020-12-25,3649,0,246470.08,0.0
2020-12-26,3769,0,257104.75,0.0
2020-12-27,5347,0,377875.84,0.0
2020-12-28,6321,0,412721.56,0.0
2020-12-29,6205,0,416623.53,0.0
2020-12-30,3018,0,198556.4,0.0
2020-12-31,3377,0,225928.79,0.0
